TICID,Camera,CCD,Tmag,RA,Dec,sector,count
187758147,3,1,6.11,322.0582,-11.5686,92,1
197976490,4,2,6.12,254.2001,-23.1504,91,1
414554363,2,3,6.13,286.7172,-16.2294,92,1
171275274,4,1,6.13,260.2197,-10.6966,91,1
2620618,2,3,6.15,208.7413,-8.0591,91,1
421698631,2,3,6.16,214.1256,-3.1965,91,1
432267234,3,2,6.16,228.6405,-17.7687,91,1
168762739,2,4,6.16,291.1258,-27.866,92,1
214611227,3,1,6.17,317.9225,-14.4724,92,1
302873827,4,2,6.17,258.1044,-27.7625,91,1
290110180,2,4,6.17,206.3958,-15.7676,91,1
99766307,3,2,6.17,322.4985,-19.1481,92,1
99665635,4,1,6.2,256.5491,-21.5651,91,1
368759,1,2,6.2,278.8391,-20.8405,92,1
70748511,3,2,6.2,234.6042,-19.9139,91,1
433105806,1,2,6.21,278.345,-16.0434,92,1
346049355,2,2,6.22,216.9382,-13.3595,91,1
214565306,3,2,6.23,316.9364,-17.4562,92,1
183921054,4,1,6.24,261.1544,-18.4458,91,1
81375040,4,2,6.25,259.5021,-24.2842,91,1
22424895,4,2,6.26,256.7217,-26.5131,91,1
203822321,3,3,6.27,246.3511,-23.4603,91,1
466087197,1,1,6.28,287.0607,-24.6574,92,1
433927997,1,2,6.29,279.5187,-14.0049,92,1
99371010,4,1,6.3,256.1888,-20.4949,91,1
127847922,2,4,6.32,294.9561,-23.4279,92,1
12379503,2,3,6.33,290.4047,-19.2345,92,1
70807009,3,2,6.33,234.8388,-23.1504,91,1
130221137,2,3,6.34,288.8588,-16.0994,92,1
69983490,2,1,6.35,218.7115,-20.4394,91,1
67756034,3,3,6.35,241.9661,-24.4625,91,1
77365208,3,2,6.35,314.9007,-19.0354,92,1
429483501,4,1,6.36,259.9723,-17.7567,91,1
326300081,2,1,6.37,308.2182,-24.9441,92,1
1179409408,2,2,6.37,222.329,-14.1486,91,1
147718994,2,3,6.37,213.1873,-3.3224,91,1
290058172,2,4,6.38,206.1858,-14.2264,91,1
397854698,2,3,6.38,286.7847,-18.7383,92,1
206233701,3,1,6.39,319.3063,-13.279,92,1
214563192,3,1,6.39,316.796,-13.9233,92,1
68505142,3,3,6.4,243.4395,-24.4222,91,1
162132187,3,4,6.4,249.6193,-18.2206,91,1
49435315,3,3,6.41,243.6202,-21.1078,91,1
437389783,3,1,6.41,237.4681,-17.902,91,1
6226963,2,2,6.42,216.1697,-11.6699,91,1
225709409,1,2,6.44,283.0352,-21.9219,92,1
49202243,3,4,6.44,242.9938,-19.4503,91,1
270467446,2,3,6.45,205.9756,-5.499,91,1
335303863,3,1,6.45,232.3943,-17.4409,91,1
67176885,3,3,6.46,240.8172,-26.7184,91,1
2173506,1,2,6.46,279.974,-20.0715,92,1
181584365,4,1,6.46,253.6677,-11.7926,91,1
61447354,3,2,6.47,228.3225,-24.0085,91,1
385430433,2,4,6.47,211.3084,-16.336,91,1
68052001,3,3,6.48,242.5662,-26.9094,91,1
48870025,3,4,6.48,242.0298,-18.244,91,1
198041404,4,1,6.48,254.2666,-19.54,91,1
92030008,1,1,6.49,284.5855,-24.8769,92,1
381822792,1,3,6.49,267.9522,-19.5257,92,1
203307252,2,1,6.5,216.3744,-19.9701,91,1
251022597,4,1,6.52,340.0518,-6.5347,92,1
434710990,4,1,6.54,255.2946,-13.5694,91,1
73601124,3,3,6.54,251.286,-23.1842,91,1
302728986,4,2,6.55,258.0567,-25.2555,91,1
206253420,3,3,6.56,251.0724,-27.4563,91,1
333461689,3,4,6.57,326.6756,-11.6988,92,1
466493185,2,1,6.57,220.1288,-16.2098,91,1
49696160,3,3,6.59,244.2447,-21.3043,91,1
187914009,2,3,6.6,287.2378,-18.6828,92,1
438898280,3,2,6.61,229.9579,-19.5502,91,1
192622163,2,2,6.61,224.5558,-11.1548,91,1
224463111,1,2,6.62,282.3973,-19.1423,92,1
71058372,3,2,6.63,237.1106,-23.8342,91,1
68047964,3,3,6.63,242.541,-24.5827,91,1
259365501,2,2,6.64,311.313,-15.7982,92,1
191149891,4,2,6.64,252.4351,-24.6409,91,1
346156382,2,1,6.65,217.5578,-15.248,91,1
164332676,2,1,6.65,304.9373,-25.2296,92,1
269831195,2,1,6.66,310.0945,-24.1201,92,1
83834220,2,1,6.66,217.4581,-25.5431,91,1
437430894,3,1,6.67,238.0738,-18.4359,91,1
32475364,3,1,6.68,235.1488,-9.1097,91,1
323181418,3,3,6.68,247.5652,-27.9163,91,1
12192000,2,4,6.7,290.2673,-23.6198,92,1
352487284,1,2,6.71,283.9369,-16.3494,92,1
621750,2,4,6.72,203.5738,-11.5378,91,1
345985243,2,4,6.72,207.7742,-13.6794,91,1
379958045,2,4,6.72,288.4847,-26.8769,92,1
20586894,4,2,6.72,256.0033,-25.6982,91,1
280156638,3,3,6.72,239.4533,-23.5274,91,1
46040297,2,1,6.72,214.3647,-19.964,91,1
411269305,2,2,6.73,309.7687,-16.5597,92,1
301636441,2,1,6.74,302.272,-26.2245,92,1
206189744,3,2,6.74,313.9491,-17.1146,92,1
161522366,2,2,6.74,300.3878,-16.8695,92,1
288143236,3,2,6.74,319.5655,-17.4623,92,1
422275941,1,3,6.75,194.8338,6.5057,91,1
413763097,3,4,6.75,246.757,-17.769,91,1
15976646,4,2,6.75,253.4261,-24.9409,91,1
619444,1,2,6.76,203.2954,-8.443,91,1
186287369,3,2,6.76,233.2871,-24.4894,91,1
98688328,3,3,6.76,246.3513,-24.4659,91,1
441028857,3,2,6.78,324.3384,-18.4419,92,1
68165184,3,3,6.78,242.8895,-27.151,91,1
47743919,2,3,6.78,296.9167,-17.0714,92,1
3885864,1,1,6.78,280.7414,-23.9675,92,1
76857581,2,1,6.79,312.0911,-22.742,92,1
319462683,1,1,6.79,194.7506,-9.8327,91,1
2620617,2,3,6.8,208.7423,-8.0593,91,1
151654299,1,1,6.8,279.3048,-25.6733,92,1
242035198,3,2,6.8,323.418,-16.2018,92,1
364871576,3,1,6.83,318.5698,-10.6054,92,1
425076918,3,3,6.83,330.3274,-17.5168,92,1
157414155,2,1,6.83,216.8378,-14.8392,91,1
50171166,3,3,6.83,245.3299,-23.7082,91,1
186287370,3,2,6.83,233.2895,-24.4906,91,1
49203537,3,4,6.84,243.0105,-18.2329,91,1
91380678,1,1,6.84,284.002,-25.0454,92,1
186035975,1,2,6.85,278.1575,-15.7017,92,1
203822414,3,3,6.86,246.3961,-23.4054,91,1
49069582,3,3,6.87,242.5828,-22.1572,91,1
5976776,2,3,6.87,213.1397,-9.9002,91,1
192655640,2,2,6.89,224.9742,-10.9312,91,1
24845551,3,1,6.9,318.7271,-7.0876,92,1
53280272,1,3,6.9,192.6813,-0.7709,91,1
12514017,3,4,6.9,252.0082,-15.9646,91,1
442509264,3,1,6.91,314.6493,-13.3696,92,1
301679207,3,4,6.92,242.2588,-9.6479,91,1
82657890,4,2,6.93,260.1149,-29.3652,91,1
4383406,4,2,6.93,345.6324,-11.2658,92,1
94826461,3,3,6.93,242.2963,-32.1025,91,1
164063794,3,4,6.94,247.6058,-10.4419,91,1
77121035,3,2,6.94,313.5238,-18.9971,92,1
334176180,2,3,6.94,290.423,-17.2457,92,1
78939530,4,1,6.94,259.099,-21.8591,91,1
11782681,2,4,6.95,289.8241,-23.5583,92,1
8645700,2,1,6.95,308.3783,-22.2323,92,1
12513468,3,4,6.96,252.1172,-16.3365,91,1
68645209,3,3,6.96,243.8291,-27.2112,91,1
69402805,2,3,6.97,296.8249,-18.7475,92,1
80867125,4,2,6.97,259.4147,-26.6292,91,1
333075410,3,4,6.98,324.2297,-10.1745,92,1
8861923,2,1,6.98,309.4309,-22.4428,92,1
437413557,3,2,6.98,237.666,-23.2585,91,1
24266783,3,2,6.99,318.5077,-22.2122,92,1
3205453,4,1,6.99,262.8245,-10.9719,91,1
